(582, 21359, 'A'),
(583, 21436, 'A'),
(584, 21485, 'B'),
(585, 21581, 'A'),
(586, 21817, 'B'),
(587, 21868, 'B'),
(588, 22107, 'B'),
(589, 22126, 'B'),
(590, 22203, 'B'),
(591, 22284, 'C'),
(592, 22286, 'C'),
(593, 22293, 'C'),
(594, 22360, 'B'),
(595, 22373, 'C'),
(596, 22389, 'C'),
(597, 22422, 'A'),
(598, 22486, 'A'),
(599, 22713, 'B'),
(600, 22825, 'C'),
(601, 22912, 'B'),
(602, 22930, 'C'),
(603, 23041, 'A'),
(604, 23062, 'A'),
(605, 23075, 'B'),
(606, 23295, 'C'),
(607, 23405, 'B'),
(608, 23459, 'B'),
(609, 23516, 'A'),
(610, 23549, 'C'),
(611, 23594, 'B'),
(612, 23670, 'B'),
(613, 23671, 'B'),
(614, 23686, 'A'),
(615, 23801, 'A'),
(616, 23805, 'A'),
(617, 23856, 'A'),
(618, 23859, 'A'),
(619, 23940, 'B'),
(620, 24038, 'B'),
(621, 24043, 'A'),
(622, 24067, 'B'),
(623, 24078, 'C'),
(624, 24086, 'C'),
(625, 24167, 'A'),
(626, 24476, 'B'),
(627, 24566, 'C'),
(628, 24723, 'C'),
(629, 24905, 'B'),
(630, 24983, 'C'),
(631, 25124, 'A'),
(632, 25135, 'B'),
(633, 25206, 'A'),
(634, 25269, 'B'),
(635, 25343, 'A'),
(636, 25354, 'B'),
(637, 25491, 'B'),
(638, 25500, 'B'),
(639, 25532, 'C'),
(640, 25692, 'B'),
(641, 25773, 'B'),
(642, 25874, 'B'),
(643, 25875, 'B'),
(644, 26028, 'A'),
(645, 26095, 'A'),
(646, 26239, 'B'),
(647, 26278, 'A'),
(648, 26307, 'A'),
(649, 26409, 'A'),
(650, 26416, 'B'),
(651, 26565, 'A'),
(652, 26598, 'C'),
(653, 26621, 'B'),
(654, 26665, 'A'),
(655, 26696, 'B'),
(656, 26699, 'B'),
(657, 26706, 'A'),
(658, 26790, 'B'),
(659, 26798, 'C'),
(660, 26810, 'C'),
(661, 26867, 'A'),
(662, 26874, 'B'),
(663, 26969, 'B'),
(664, 27090, 'C'),
(665, 27097, 'B'),
(666, 27135, 'A'),
